ARG,ErmC,TEM-104,TEM-135,TEM-34,catA1,farA,farB,macA,macB,mtrA,mtrC,mtrD,mtrE,tet(M)
485_15038,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15039,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15040,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_15041,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15042,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15043,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15044,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15045,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15046,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15047,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15048,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15049,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15050,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_15051,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15052,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15053,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15054,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15055,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15056,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15057,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15058,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15059,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_151,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_152,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_153,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_154,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_15402,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15403,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15404,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15405,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_15406,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15407,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15408,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15409,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15410,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15411,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15412,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15413,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15414,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15415,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15424,0,0,0,0,0,1,0,1,1,1,1,1,1,0
485_15425,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15426,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15427,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15428,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15429,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15430,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15431,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15432,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15433,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15434,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15435,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15436,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_15437,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15438,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_15439,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15440,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15441,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15442,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15443,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15444,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15445,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15446,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15447,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_15448,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15449,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15450,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15451,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_15452,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15453,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15454,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15455,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15456,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_15457,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_15458,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_15459,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15460,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15461,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15462,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_15463,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_15464,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15465,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15466,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15467,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_15468,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15469,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15470,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15471,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15472,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_15473,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_15474,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15475,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15476,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_15477,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15478,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15479,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_15480,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15481,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15482,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15483,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_15484,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15485,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15486,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15487,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15488,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15489,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_15490,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15491,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_15492,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15493,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15494,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_15495,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15496,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15497,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15498,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_15499,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_155,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15500,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15501,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15502,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15503,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15504,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15505,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15506,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15507,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15508,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15509,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15510,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15511,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15512,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15513,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15514,0,0,0,0,0,1,0,1,1,1,0,0,0,0
485_15515,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15516,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15517,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_15518,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15520,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15521,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15522,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15523,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15524,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15525,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15526,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15527,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15528,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15529,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15530,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15531,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15534,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_15535,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15536,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_15537,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_15538,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15539,0,0,0,0,0,1,1,1,1,1,0,1,1,0
485_15540,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15541,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15542,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15543,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_15544,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15545,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15547,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_15548,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_15549,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15550,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15551,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15552,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15553,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15554,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15555,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15556,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_15557,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15558,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15559,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15560,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15561,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15562,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15563,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15564,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15565,0,0,0,0,0,1,0,1,1,1,0,0,0,0
485_15566,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15567,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15568,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15569,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15570,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15571,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15572,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15573,0,0,1,0,0,1,0,1,1,1,0,1,1,1
485_15574,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15575,0,0,0,0,0,1,0,1,1,1,0,0,0,0
485_15576,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15577,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15578,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15579,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15580,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15581,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_15582,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15583,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15584,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15585,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15586,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15587,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15588,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15589,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15590,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15591,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15592,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15593,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15594,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15595,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15596,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15597,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15598,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15599,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_156,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15600,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_15601,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15602,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15603,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15604,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15605,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15606,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15607,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15608,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15609,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15610,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15611,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15612,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15613,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_15614,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15615,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15616,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15617,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15618,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15619,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15620,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15621,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15622,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15623,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15624,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15625,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15626,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15627,0,0,1,0,0,1,1,1,1,1,0,1,1,0
485_15628,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_15629,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15630,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15631,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15632,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15633,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15634,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_15635,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_15636,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15637,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15638,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15639,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15640,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15643,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_15644,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15645,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15646,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15647,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_15648,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_15649,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15651,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_15652,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15653,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15654,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15655,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_15656,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_15657,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15658,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15659,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15662,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15664,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15665,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15666,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15667,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_15670,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15671,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15672,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15678,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15681,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15682,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_15683,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15684,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_15685,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_157,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_158,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_159,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_160,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_161,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_162,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_163,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16374,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16375,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16377,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16378,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16379,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_164,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16412,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16413,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16414,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16415,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16416,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16417,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16418,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16419,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16420,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16421,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16426,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_16433,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16434,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16435,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16436,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16457,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16458,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16459,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16460,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16461,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16462,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16463,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_16470,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16482,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_16485,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16486,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16487,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16488,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16489,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16490,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16491,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_165,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16520,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16524,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16525,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16526,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16542,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16544,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16545,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16546,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16547,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16549,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16550,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16551,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16553,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16554,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16560,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16561,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16564,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16566,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16567,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16569,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_16570,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16571,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_16572,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16576,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16577,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16578,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16579,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16581,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16592,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16593,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16594,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_16595,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16596,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_16597,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16598,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_166,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16600,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16601,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16602,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16608,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16630,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16631,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_16633,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16634,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16635,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16636,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16660,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16673,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16674,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16675,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16676,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_16677,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16678,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16679,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16680,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16690,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16691,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16693,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16694,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16695,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16696,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_16698,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16699,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_167,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16700,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16701,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16735,0,0,0,1,0,1,0,1,1,1,0,1,1,1
485_16736,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16737,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16739,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16740,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16741,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16743,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16744,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16746,0,0,1,0,0,1,0,1,1,1,0,1,1,0
485_16747,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16751,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16752,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16753,0,0,0,0,0,1,0,1,1,1,0,1,1,1
485_16754,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16767,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16768,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16769,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16772,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16773,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16774,0,0,0,0,0,1,0,1,1,1,0,0,1,0
485_16778,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16779,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16783,0,0,0,1,0,1,0,1,1,1,0,1,1,0
485_168,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16808,0,0,0,0,0,1,0,1,1,1,0,1,1,0
485_16860,0,0,0,0,0,1,0,1,1,1,0,1,1,0
