Genome ID,Collection Year,Isolation Country,Host Name,Host Common Name,Host Group,Country Code,PP cluster,,,,,
287_1002,2009,Germany,Human,Human,Human,DEU,522,,,,,
287_7810,2011,USA,Human,Human,Human,USA,226,,,,,
287_927,2010,Spain,Human,Human,Human,ESP,80,,,,,
287_1214,2010,India,Human,Human,Human,IND,342,,,,,
287_7796,2011,USA,Human,Human,Human,USA,238,,,,,
287_1153,2012,Philippines,Human,Human,Human,PHL,394,,,,,
287_32646,2020,India,Human,Human,Human,IND,4,,,,,
287_1040,2008,France,Human,Human,Human,FRA,497,,,,,
287_1224,2007,USA,Human,Human,Human,USA,15,,,,,
287_7809,2011,USA,Human,Human,Human,USA,227,,,,,
287_1218,2007,USA,Human,Human,Human,USA,339,,,,,
287_1023,2008,India,Human,Human,Human,IND,510,,,,,
287_7788,2017,USA,Human,Human,Human,USA,244,,,,,
287_1074,2007,France,Human,Human,Human,FRA,465,,,,,
1402538_3,2013,USA,Human,Human,Human,USA,544,,,,,
287_925,2010,Spain,Human,Human,Human,ESP,82,,,,,
287_981,2009,China,Human,Human,Human,CHN,50,,,,,
287_1156,2012,Israel,Human,Human,Human,ISR,393,,,,,
287_959,2010,China,Human,Human,Human,CHN,66,,,,,
287_1220,2007,USA,Human,Human,Human,USA,337,,,,,
287_1212,2010,India,Human,Human,Human,IND,16,,,,,
287_886,2011,France,Human,Human,Human,FRA,117,,,,,
287_1050,2007,Spain,Human,Human,Human,ESP,489,,,,,
287_7803,2016,USA,Human,Human,Human,USA,232,,,,,
287_1301,2005,USA,Human,Human,Human,USA,311,,,,,
287_1163,2012,Mexico,Human,Human,Human,MEX,387,,,,,
1402530_3,2013,USA,Human,Human,Human,USA,552,,,,,
287_1047,2007,Croatia,Human,Human,Human,HRV,492,,,,,
287_7828,2010,USA,Human,Human,Human,USA,211,,,,,
287_1176,2011,France,Human,Human,Human,FRA,375,,,,,
1418235_3,2013,USA,Human,Human,Human,USA,541,,,,,
287_4066,2008,USA,Human,Human,Human,USA,10,,,,,
287_873,2011,France,Human,Human,Human,FRA,129,,,,,
287_1123,2012,Italy,Human,Human,Human,ITA,416,,,,,
287_1022,2008,India,Human,Human,Human,IND,511,,,,,
287_898,2010,France,Human,Human,Human,FRA,106,,,,,
287_1001,2009,Germany,Human,Human,Human,DEU,523,,,,,
287_918,2010,Spain,Human,Human,Human,ESP,89,,,,,
287_7787,2005,USA,Human,Human,Human,USA,245,,,,,
287_1068,2007,India,Human,Human,Human,IND,471,,,,,
287_1187,2012,China,Human,Human,Human,CHN,364,,,,,
287_32652,2020,India,Human,Human,Human,IND,308,,,,,
287_1145,2012,Greece,Human,Human,Human,GRC,399,,,,,
287_4057,2008,USA,Human,Human,Human,USA,270,,,,,
287_952,2010,Croatia,Human,Human,Human,HRV,72,,,,,
287_1204,2010,Romania,Human,Human,Human,ROU,349,,,,,
287_1120,2004,India,Human,Human,Human,IND,419,,,,,
287_32650,2020,India,Human,Human,Human,IND,1,,,,,
287_897,2011,Argentina,Human,Human,Human,ARG,107,,,,,
287_969,2009,France,Human,Human,Human,FRA,7,,,,,
287_1239,2005,USA,Human,Human,Human,USA,322,,,,,
287_1048,2007,Croatia,Human,Human,Human,HRV,491,,,,,
287_1012,2009,France,Human,Human,Human,FRA,517,,,,,
287_1041,2008,France,Human,Human,Human,FRA,496,,,,,
287_971,2009,Spain,Human,Human,Human,ESP,58,,,,,
287_1112,2004,France,Human,Human,Human,FRA,427,,,,,
287_1247,2005,USA,Human,Human,Human,USA,315,,,,,
287_1206,2010,Mexico,Human,Human,Human,MEX,347,,,,,
287_1102,2005,USA,Human,Human,Human,USA,437,,,,,
287_1044,2007,USA,Human,Human,Human,USA,493,,,,,
287_1084,2006,France,Human,Human,Human,FRA,455,,,,,
287_1000,2009,France,Human,Human,Human,FRA,524,,,,,
287_962,2010,Germany,Human,Human,Human,DEU,63,,,,,
287_903,2011,Germany,Human,Human,Human,DEU,101,,,,,
287_1106,2005,Germany,Human,Human,Human,DEU,433,,,,,
287_7811,2014,USA,Human,Human,Human,USA,225,,,,,
287_914,2011,Colombia,Human,Human,Human,COL,92,,,,,
287_924,2010,Germany,Human,Human,Human,DEU,83,,,,,
287_930,2010,China,Human,Human,Human,CHN,77,,,,,
287_1071,2007,Spain,Human,Human,Human,ESP,468,,,,,
287_904,2011,Germany,Human,Human,Human,DEU,100,,,,,
287_1225,2007,USA,Human,Human,Human,USA,333,,,,,
287_902,2011,USA,Human,Human,Human,USA,102,,,,,
287_1171,2010,China,Human,Human,Human,CHN,379,,,,,
287_958,2010,China,Human,Human,Human,CHN,67,,,,,
287_1081,2006,France,Human,Human,Human,FRA,458,,,,,
287_850,2004,Germany,Human,Human,Human,DEU,157,,,,,
287_4061,2008,USA,Human,Human,Human,USA,266,,,,,
287_1203,2010,Argentina,Human,Human,Human,ARG,350,,,,,
287_1095,2006,China,Human,Human,Human,CHN,444,,,,,
287_998,2008,France,Human,Human,Human,FRA,37,,,,,
287_1033,2008,India,Human,Human,Human,IND,504,,,,,
287_1077,2007,France,Human,Human,Human,FRA,462,,,,,
287_1147,2012,Greece,Human,Human,Human,GRC,398,,,,,
287_932,2010,China,Human,Human,Human,CHN,75,,,,,
287_1052,2007,Spain,Human,Human,Human,ESP,488,,,,,
287_882,2012,China,Human,Human,Human,CHN,121,,,,,
287_986,2009,China,Human,Human,Human,CHN,47,,,,,
287_849,2004,Germany,Human,Human,Human,DEU,165,,,,,
287_1182,2010,Taiwan,Human,Human,Human,TWN,369,,,,,
287_961,2010,Germany,Human,Human,Human,DEU,64,,,,,
287_1131,2012,Italy,Human,Human,Human,ITA,409,,,,,
287_972,2009,Spain,Human,Human,Human,ESP,57,,,,,
287_1134,2012,Colombia,Human,Human,Human,COL,407,,,,,
287_888,2011,Germany,Human,Human,Human,DEU,115,,,,,
287_990,2009,Colombia,Human,Human,Human,COL,43,,,,,
287_976,2009,Germany,Human,Human,Human,DEU,54,,,,,
287_1144,2012,USA,Human,Human,Human,USA,400,,,,,
1402501_3,2013,USA,Human,Human,Human,USA,577,,,,,
287_1148,2012,Greece,Human,Human,Human,GRC,20,,,,,
287_1086,2006,USA,Human,Human,Human,USA,453,,,,,
1418238_3,2013,USA,Human,Human,Human,USA,538,,,,,
287_1024,2008,Spain,Human,Human,Human,ESP,509,,,,,
287_1167,2011,China,Human,Human,Human,CHN,383,,,,,
287_1174,2010,Spain,Human,Human,Human,ESP,377,,,,,
287_1168,2010,Germany,Human,Human,Human,DEU,382,,,,,
287_1157,2012,Israel,Human,Human,Human,ISR,392,,,,,
287_861,2012,China,Human,Human,Human,CHN,139,,,,,
287_1117,2004,India,Human,Human,Human,IND,422,,,,,
287_1113,2004,France,Human,Human,Human,FRA,426,,,,,
287_929,2010,Hong Kong,Human,Human,Human,HKG,78,,,,,
287_1164,2012,Mexico,Human,Human,Human,MEX,386,,,,,
287_1042,2008,France,Human,Human,Human,FRA,495,,,,,
287_1018,2008,Spain,Human,Human,Human,ESP,32,,,,,
1402508_3,2013,USA,Human,Human,Human,USA,571,,,,,
287_1082,2006,France,Human,Human,Human,FRA,457,,,,,
287_1088,2006,USA,Human,Human,Human,USA,451,,,,,
287_892,2011,Colombia,Human,Human,Human,COL,112,,,,,
287_863,2012,Colombia,Human,Human,Human,COL,137,,,,,
287_899,2010,France,Human,Human,Human,FRA,105,,,,,
287_875,2012,France,Human,Human,Human,FRA,127,,,,,
287_866,2012,Argentina,Human,Human,Human,ARG,134,,,,,
287_1092,2006,China,Human,Human,Human,CHN,447,,,,,
287_1107,2005,Germany,Human,Human,Human,DEU,432,,,,,
287_928,2010,Hong Kong,Human,Human,Human,HKG,79,,,,,
287_1070,2007,India,Human,Human,Human,IND,469,,,,,
287_919,2010,Spain,Human,Human,Human,ESP,88,,,,,
287_1069,2007,India,Human,Human,Human,IND,470,,,,,
287_996,2008,France,Human,Human,Human,FRA,6,,,,,
1402513_3,2013,USA,Human,Human,Human,USA,567,,,,,
287_900,2011,USA,Human,Human,Human,USA,104,,,,,
287_1057,2007,USA,Human,Human,Human,USA,483,,,,,
287_1191,2011,Spain,Human,Human,Human,ESP,360,,,,,
1447540_3,2013,USA,Human,Human,Human,USA,528,,,,,
287_865,2012,Argentina,Human,Human,Human,ARG,135,,,,,
287_1076,2007,France,Human,Human,Human,FRA,463,,,,,
287_853,2012,Brazil,Human,Human,Human,BRA,147,,,,,
287_964,2010,USA,Human,Human,Human,USA,61,,,,,
287_963,2010,China,Human,Human,Human,CHN,62,,,,,
287_4078,2008,USA,Human,Human,Human,USA,259,,,,,
287_997,2008,Brazil,Human,Human,Human,BRA,38,,,,,
287_1238,2005,USA,Human,Human,Human,USA,323,,,,,
287_1020,2008,Croatia,Human,Human,Human,HRV,30,,,,,
287_1150,2012,Philippines,Human,Human,Human,PHL,20,,,,,
287_1151,2012,Philippines,Human,Human,Human,PHL,396,,,,,
1402510_3,2013,USA,Human,Human,Human,USA,569,,,,,
287_1192,2011,Spain,Human,Human,Human,ESP,359,,,,,
287_1207,2010,China,Human,Human,Human,CHN,346,,,,,
287_1005,2008,Brazil,Human,Human,Human,BRA,33,,,,,
287_901,2011,USA,Human,Human,Human,USA,103,,,,,
287_921,2010,Spain,Human,Human,Human,ESP,86,,,,,
287_857,2012,France,Human,Human,Human,FRA,143,,,,,
287_1222,2007,USA,Human,Human,Human,USA,335,,,,,
287_870,2012,Germany,Human,Human,Human,DEU,131,,,,,
287_1072,2007,Spain,Human,Human,Human,ESP,467,,,,,
287_1223,2007,USA,Human,Human,Human,USA,334,,,,,
287_1097,2005,Argentina,Human,Human,Human,ARG,442,,,,,
287_1221,2007,USA,Human,Human,Human,USA,336,,,,,
287_1227,2007,USA,Human,Human,Human,USA,14,,,,,
287_1109,2004,Brazil,Human,Human,Human,BRA,430,,,,,
287_1246,2005,USA,Human,Human,Human,USA,316,,,,,
287_1035,2008,India,Human,Human,Human,IND,502,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
