ARG,AAC(2')-Ic,CfxA,Erm(37),PC1_blaZ,Rv1877,Rv2856,TEM-116,blaC,efpA,mfpA,msrA,patB,vgaA
1422072_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422073_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422074_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422075_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422076_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422077_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422078_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422079_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422080_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422081_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422082_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422083_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422084_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422085_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422087_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422088_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422089_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422090_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422091_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422092_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422093_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422094_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422095_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422096_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422097_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422098_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422103_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422105_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422106_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422107_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422108_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422109_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1422112_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423425_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423426_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423427_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423428_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423429_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423430_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423431_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423432_3,1,0,0,0,1,1,0,1,1,1,0,0,0
1423435_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423436_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423437_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423438_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423439_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423440_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423441_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423442_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423443_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423444_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423445_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423446_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423447_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423448_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423449_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423450_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423451_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423452_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423453_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423454_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423455_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423456_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423457_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423458_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423459_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423460_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423461_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423462_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423463_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423464_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423465_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423467_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423468_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423469_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423470_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423471_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423472_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423473_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423474_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423475_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423476_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423477_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423478_3,1,0,0,0,1,1,0,1,1,1,0,0,0
1423479_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423480_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423481_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423482_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423483_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423484_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423485_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423486_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423487_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423488_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423489_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423490_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423492_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423493_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423494_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423495_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423496_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423497_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423498_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423499_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423500_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423501_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423502_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423503_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423504_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423505_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423506_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423507_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423508_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423509_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423510_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423511_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423512_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423513_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423514_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423515_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423516_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423517_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423518_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423519_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423520_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423521_3,1,0,1,0,0,1,0,1,1,1,0,0,0
1423522_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423523_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423524_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423526_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423527_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423528_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423529_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423530_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423531_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423532_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423533_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423534_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423535_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423536_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423537_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423538_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423539_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423540_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423541_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423542_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423543_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423544_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423545_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423546_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423547_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423548_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423549_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423551_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423552_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423553_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423554_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423555_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423556_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423557_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423558_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423559_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423560_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423561_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423562_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423563_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423564_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423565_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423566_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423567_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423569_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423570_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423571_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423572_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423573_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423574_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1423575_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427177_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427178_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427179_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427180_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427181_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427182_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427183_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427185_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427186_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427187_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427188_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427189_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427190_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427191_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427192_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427193_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427194_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427195_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427196_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427197_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427199_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427200_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427202_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427203_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427204_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427205_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427206_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427207_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427208_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427209_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427210_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427211_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427212_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427213_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427214_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427215_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427216_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427217_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427218_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427219_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427221_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427222_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427223_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427224_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427225_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427226_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427227_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427228_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427229_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427230_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427231_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427232_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427233_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427235_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427236_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427237_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427238_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427239_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427240_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427241_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427242_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427243_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427244_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427245_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427246_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427248_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427249_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427250_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427251_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427252_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427253_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427254_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427255_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427256_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427257_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427258_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427259_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427260_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427261_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427262_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427264_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427265_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427266_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427268_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427269_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427270_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427271_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427272_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427273_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427274_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427275_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427276_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427277_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427278_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427279_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427280_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427281_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427282_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427283_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427285_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427286_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427287_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427288_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427289_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427290_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427291_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427292_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427293_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427294_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427295_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427297_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427298_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427299_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427300_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427301_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427302_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427303_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427304_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427305_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427306_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427307_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427308_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427309_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427310_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427311_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427312_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427313_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427314_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427315_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427316_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427317_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427318_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427319_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427320_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427321_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427322_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427323_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427324_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427325_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427329_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1427330_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438833_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438835_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438837_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438838_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438842_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438843_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438844_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438845_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438846_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438847_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438848_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438849_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438850_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438851_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438852_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438853_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438854_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438856_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438858_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438859_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438860_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438861_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438862_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438863_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438864_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438865_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438866_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438868_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438869_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438870_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438871_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438872_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438873_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1438874_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447434_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447435_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447436_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447437_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447440_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447441_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447443_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447444_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447446_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447447_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447448_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447449_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447450_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447451_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447452_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447453_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447454_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447456_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447457_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447458_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447459_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447460_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447461_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447463_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447464_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447465_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447466_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447467_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447468_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447470_3,1,0,1,0,1,0,0,1,1,1,0,0,0
1447471_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447472_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447473_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447474_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447475_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447476_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447477_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447480_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447482_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447484_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447485_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447486_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447488_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447489_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447492_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447493_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447495_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447496_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447500_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447501_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447502_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447503_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447504_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447505_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447506_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447507_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447508_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447509_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447513_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447514_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447516_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447517_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447518_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447519_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447520_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447521_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447522_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447523_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447524_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447525_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1447526_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448390_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448392_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448393_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448394_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448395_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448396_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448397_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448398_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448399_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448400_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448401_3,1,0,1,0,1,1,0,1,1,1,0,0,0
1448402_3,1,0,1,0,1,1,0,1,1,1,0,0,0
