,623_1730,623_1787,623_1753,623_1749,623_1813,623_1756,623_1759,623_1786,623_1773,623_949,623_1732,623_1704,623_1775,623_1667,623_908,623_1829,623_1799,623_1731,623_1803,623_1781,623_1734,623_1696,623_1770,623_1691,623_1797,623_1820,623_1685,623_1793,623_1681,623_1689,623_1724,623_1790,623_1700,623_1816,623_1671,623_1823,623_1709,623_1716,623_1754,623_1748,623_1672,623_1708,623_1828,623_1684,623_1791,623_1725,623_1841,623_1687,623_1800,623_766,623_1688,623_1817,623_904,623_1718,623_1764,623_1676,623_1710,623_1795,623_1666,623_1780,623_1697,623_1777,623_1758,623_1711,623_1830,623_1840,623_1698,623_1693,623_1755,623_1825,623_1669,623_1776,623_1766,623_1735,623_1695,623_1815,623_1717,623_1835,623_1720,623_1819,623_1761,623_1736,623_1768,623_1675,623_1680,623_1812,623_1778,623_1763,623_1839,623_1779,623_1818,623_1722,623_1752,623_1836,623_764,623_1807,623_1733,623_1783,623_1690,623_1670,623_1750,623_1673,623_1728,623_1743,623_1729,623_1785,623_1721,623_1774,623_1788,623_1805,623_1723,623_1842,623_1760,623_1682,623_1833,623_1834,623_1806,623_1715,623_1772,623_1762,623_1804,623_1769,623_1794,623_1706,623_1837,623_1824,623_1822,623_1726,623_768,623_1674,623_1677,623_1796,623_1707,623_1838,623_1746,623_1745,623_1798,623_1782,623_1809,623_1665,623_1811,623_1808,623_1683,623_1713,623_1831,623_1664,623_1814,623_1678,623_796,623_1741,623_1699,623_1821,623_1686,623_1767,623_1712,623_941,623_1703,623_1668,623_1792,623_1738,623_1751,623_1810,623_1801,623_1740,623_1727,623_1784,623_1827,623_1744,623_1832,623_1757,623_1679,623_1765,623_1843,623_1719,623_1702,623_1802,623_1844,623_1747,623_1692,623_1739,623_1705,623_1694,623_1826,623_1714,623_762,623_942,623_1701,623_905,623_1789,623_1742,623_1737,623_1771,623_773,623_765,623_776,623_945,623_769,623_791,623_792,623_788,623_772,623_770,623_771,623_763,623_948,623_778,623_944,623_789,623_774,623_946,623_943,623_794
623_1788,0.0177716,0.00134007,0.00402654,0.000215742,0.0182524,4.76906e-05,0.000557238,0.00470559,0.0182524,0.00103256,0.000361208,0.00354859,0.00213483,4.76906e-05,0.000830728,0.00652391,7.15897e-05,0.000264084,0.000215742,9.55247e-05,0.00590877,0.00202665,0.00197282,0.000385581,0.000557238,0.000239895,0.00075568,0.00508714,0.00136596,0.00060662,0.00467416,0.00319852,0.00113443,0.00263042,0.00495906,0.00277069,0.00351914,0.00528099,0.00128842,0.000631368,0.000981871,0.0,0.000239895,0.000680979,0.0180108,0.0034604,0.00291212,0.0181917,0.00680395,0.00170624,0.00518381,0.000336872,0.000119496,0.00279888,0.00154832,0.000458924,0.00354859,0.000906124,0.00028831,0.000264084,0.00511931,0.000215742,0.00360762,0.000215742,0.00384578,0.000215742,0.000730741,0.000385581,0.00328537,0.0010072,0.000191626,0.000191626,0.000167546,0.00726808,0.00381583,0.000239895,0.00028831,0.00508714,0.00369655,0.00316966,0.000215742,0.00393593,0.000705841,0.00305472,0.000336872,0.0181313,0.000239895,0.00363721,0.00511931,4.76906e-05,0.00701675,7.15897e-05,0.00557568,0.00131423,0.000931334,0.0011856,0.00537869,0.00631659,0.00541137,0.0055427,0.00611156,0.00594242,0.00173271,0.00537869,0.00058191,0.000215742,0.000215742,0.000361208,0.0,0.000191626,0.00123693,0.0023533,0.000780658,0.000532603,0.00348975,0.00243596,0.00165343,0.00243596,0.00521614,0.0,0.00531349,0.0018924,0.000434439,0.00265838,0.000119496,0.000264084,0.00243596,0.000557238,0.000361208,0.0184965,0.00058191,7.15897e-05,0.00414809,0.00337267,0.0180108,0.00547692,0.00243596,0.00028831,0.000215742,0.000483446,0.0010072,0.00511931,0.0187432,4.76906e-05,0.000981871,0.00354859,2.38274e-05,0.000239895,0.00108342,0.00121124,0.00502299,4.76906e-05,0.00550978,0.00173271,0.00149601,0.000312573,0.00505504,0.000215742,7.15897e-05,0.000361208,0.000191626,0.0064892,0.00243596,0.000458924,0.00518381,0.000730741,0.00144387,0.0182524,0.00123693,0.000508006,0.0011089,9.55247e-05,0.00238081,0.00604372,0.00502299,0.00136596,0.00121124,0.00534606,0.00028831,7.15897e-05,0.00197282,0.00505504,0.000239895,0.000119496,0.00131423,0.00154832,0.00508714,0.0010072,0.000215742,0.000483446,0.000409992,0.000215742,0.000215742,0.00128842,0.00108342,0.000361208,0.00131423,0.000119496,0.000680979,0.000119496,0.000239895,9.55247e-05,9.55247e-05,0.0011856,0.00108342,0.00126265,0.000119496,0.000956583,0.000361208,0.000143503,0.000361208,0.000981871
623_1805,0.0177122,0.00134007,0.00390583,0.000167546,0.0181917,0.000191626,0.000705841,0.00464278,0.0181313,0.00103256,0.000264084,0.00348975,0.00213483,0.000191626,0.000830728,0.0064892,0.000215742,7.15897e-05,0.000312573,0.000239895,0.00597612,0.00202665,0.00181236,0.000483446,0.00075568,0.000336872,0.000656154,0.00515153,0.00121124,0.000557238,0.00461146,0.00322742,0.00128842,0.00251903,0.00505504,0.00277069,0.0034604,0.00531349,0.00113443,0.00058191,0.00103256,0.000191626,0.000239895,0.000631368,0.0177716,0.00340187,0.0028554,0.0181917,0.00680395,0.00170624,0.00531349,0.000239895,0.000215742,0.00291212,0.00160079,0.000409992,0.00348975,0.00075568,0.00028831,0.000264084,0.00524853,2.38274e-05,0.00354859,2.38274e-05,0.00366686,2.38274e-05,0.000631368,0.000239895,0.00316966,0.00105797,0.0,0.0,0.000264084,0.00719593,0.00366686,4.76906e-05,9.55247e-05,0.00515153,0.00351914,0.00316966,0.000264084,0.00375609,0.000557238,0.00299754,0.00028831,0.0180108,0.00028831,0.00360762,0.00524853,0.000143503,0.00691005,0.000215742,0.00547692,0.00136596,0.000956583,0.0011856,0.00544411,0.00631659,0.00528099,0.00557568,0.00611156,0.00574147,0.00173271,0.00541137,0.000780658,0.000215742,2.38274e-05,0.000458924,0.000191626,0.0,0.00103256,0.00229842,0.000931334,0.000385581,0.00337267,0.00243596,0.00165343,0.00238081,0.00515153,0.000191626,0.00528099,0.0018924,0.000264084,0.00249129,0.000119496,7.15897e-05,0.00243596,0.000705841,0.000361208,0.0182524,0.000434439,0.000215742,0.00399629,0.00331442,0.0179508,0.00547692,0.00243596,0.000336872,2.38274e-05,0.000434439,0.0010072,0.00524853,0.0183132,0.000191626,0.00103256,0.00348975,0.000215742,0.000143503,0.00108342,0.00105797,0.00521614,0.000191626,0.00531349,0.00173271,0.00134007,0.000312573,0.00518381,2.38274e-05,0.000215742,0.000215742,0.0,0.00641996,0.00238081,0.000312573,0.00531349,0.000532603,0.00144387,0.0179508,0.00123693,0.000705841,0.0010072,9.55247e-05,0.00238081,0.00600989,0.00515153,0.00131423,0.00121124,0.00528099,0.00028831,0.000167546,0.00181236,0.00511931,9.55247e-05,0.000119496,0.00131423,0.00154832,0.00521614,0.0010072,2.38274e-05,0.000336872,0.000361208,2.38274e-05,0.000312573,0.00128842,0.00108342,0.000361208,0.00131423,0.000215742,0.000680979,0.000215742,0.000336872,0.000191626,0.000191626,0.0011856,0.00108342,0.00131423,0.000215742,0.000956583,0.000361208,0.000239895,0.000361208,0.00103256
623_1723,0.0187432,0.0023533,0.00405685,0.00115999,0.0190552,0.0011856,0.000705841,0.00470559,0.0190552,0.00208065,0.00126265,0.00458019,0.00251903,0.00123693,0.00186568,0.00752278,0.00121124,0.00105797,0.00136596,0.00123693,0.00708822,0.00243596,0.0028554,0.00149601,0.000805673,0.00139189,0.00162709,0.00611156,0.00227104,0.00157453,0.00534606,0.00427048,0.000239895,0.00366686,0.00611156,0.00393593,0.00454897,0.00635099,0.00213483,0.00165343,0.00197282,0.00123693,0.00123693,0.000656154,0.0188053,0.00458019,0.00399629,0.0193714,0.00789262,0.00277069,0.00631659,0.00123693,0.00121124,0.00405685,0.00263042,0.00141786,0.00467416,0.000780658,0.00134007,0.00126265,0.00621379,0.00105797,0.00464278,0.0010072,0.00480022,0.0010072,0.000705841,0.00123693,0.0042398,0.00210772,0.00103256,0.00103256,0.00131423,0.00796745,0.00384578,0.00103256,0.00113443,0.00614558,0.00473708,0.00430121,0.00131423,0.00492718,0.000631368,0.00414809,0.00128842,0.0189925,0.00128842,0.00473708,0.00628226,0.0011856,0.00793,0.00121124,0.0064892,0.00238081,0.00199971,0.00218918,0.00641996,0.00645455,0.00631659,0.00669844,0.00719593,0.00687462,0.00216198,0.00645455,0.000780658,0.00121124,0.0010072,0.00146992,0.00123693,0.00103256,0.0,0.00337267,0.00136596,0.00139189,0.00451781,0.00351914,0.00263042,0.0034604,0.00617965,0.00123693,0.00631659,0.00194597,0.00126265,0.00144387,0.0011089,0.00105797,0.00357808,0.000705841,0.00141786,0.0192445,0.00149601,0.00121124,0.00464278,0.00442466,0.0188675,0.00645455,0.00351914,0.00134007,0.0010072,0.00149601,0.00199971,0.00621379,0.0193079,0.0011856,0.00202665,0.00461146,0.00121124,0.0011856,0.00213483,0.00210772,0.00611156,0.00123693,0.00628226,0.00213483,0.0023533,0.00136596,0.00614558,0.0010072,0.00121124,0.00126265,0.00103256,0.00748619,0.00351914,0.00136596,0.00614558,0.000557238,0.00251903,0.0188675,0.00224371,0.000705841,0.00205363,0.00113443,0.00351914,0.00712406,0.00617965,0.00139189,0.00221642,0.00631659,0.00128842,0.00115999,0.00173271,0.00614558,0.00113443,0.0011089,0.00232584,0.00263042,0.006248,0.00199971,0.00105797,0.00134007,0.00136596,0.00105797,0.00136596,0.0023533,0.00208065,0.00141786,0.00238081,0.00121124,0.00165343,0.00126265,0.00139189,0.00123693,0.00123693,0.00224371,0.00213483,0.00232584,0.00126265,0.00199971,0.00141786,0.00128842,0.00136596,0.00208065
623_1842,0.017359,0.00263042,0.00186568,0.00232584,0.0177716,0.0023533,0.00282712,0.0026025,0.017653,0.00240836,0.00249129,0.00197282,0.00325637,0.0023533,0.0024636,0.00587519,0.00238081,0.00232584,0.00216198,0.00229842,0.00564181,0.00337267,0.00322742,0.00263042,0.00288374,0.0024636,0.00221642,0.00436283,0.0026025,0.0025468,0.00296902,0.00131423,0.00343111,0.000336872,0.00454897,0.000730741,0.00197282,0.00467416,0.00268639,0.00268639,0.0024636,0.0023533,0.0024636,0.0028554,0.0175349,0.00194597,0.000680979,0.0178312,0.00641996,0.00308338,0.00480022,0.0024636,0.00232584,0.00123693,0.00299754,0.00249129,0.00197282,0.00299754,0.00240836,0.00210772,0.00473708,0.00232584,0.00202665,0.00227104,0.00175922,0.00227104,0.0028554,0.0024636,0.00105797,0.00243596,0.00229842,0.00229842,0.00243596,0.00676872,0.00314086,0.00229842,0.0023533,0.00433199,0.00160079,0.00103256,0.00216198,0.00175922,0.00282712,0.00146992,0.0024636,0.0174175,0.00208065,0.00205363,0.00442466,0.0023533,0.00669844,0.00232584,0.00492718,0.00249129,0.0024636,0.0024636,0.00489536,0.00541137,0.00480022,0.00508714,0.00564181,0.00550978,0.00322742,0.00476862,0.0028554,0.00238081,0.00227104,0.0026025,0.0023533,0.00229842,0.00337267,0.0,0.00314086,0.0024636,0.00149601,0.000458924,0.00296902,7.15897e-05,0.00454897,0.0023533,0.00464278,0.00328537,0.0024636,0.00417861,0.00232584,0.00232584,0.000805673,0.00288374,0.00221642,0.0180709,0.00240836,0.00232584,0.00202665,0.0011856,0.0175939,0.00467416,0.000239895,0.00240836,0.00227104,0.00257463,0.00238081,0.00442466,0.0181917,0.0023533,0.00240836,0.00191916,0.00232584,0.00240836,0.00251903,0.0025468,0.00476862,0.0023533,0.00476862,0.00322742,0.00268639,0.00216198,0.00467416,0.00227104,0.00227104,0.00249129,0.00229842,0.00580821,0.000167546,0.00249129,0.00451781,0.00279888,0.00291212,0.0177122,0.00257463,0.00282712,0.0025468,0.0023533,0.000119496,0.00557568,0.00470559,0.00282712,0.00243596,0.00464278,0.00251903,0.00227104,0.00331442,0.00439372,0.00240836,0.00232584,0.00277069,0.00299754,0.00476862,0.00238081,0.00232584,0.00240836,0.00249129,0.00232584,0.00249129,0.00268639,0.00240836,0.00221642,0.00271444,0.00232584,0.00224371,0.00238081,0.00251903,0.0023533,0.0023533,0.0024636,0.0024636,0.00271444,0.00238081,0.00265838,0.00221642,0.00229842,0.00216198,0.00263042
623_1760,0.0185579,0.00213483,0.00430121,0.000906124,0.0188675,0.000780658,0.000680979,0.004991,0.0188675,0.00181236,0.00105797,0.00433199,0.00136596,0.000780658,0.00160079,0.00719593,0.000805673,0.000956583,0.000956583,0.000780658,0.00666341,0.00126265,0.00274254,0.00108342,0.000780658,0.00103256,0.00146992,0.00584167,0.00216198,0.00131423,0.00411762,0.00399629,0.00131423,0.00348975,0.00587519,0.00369655,0.00436283,0.00611156,0.00202665,0.00139189,0.00170624,0.000780658,0.000931334,0.000805673,0.0186813,0.00436283,0.00378594,0.0191181,0.00698112,0.00251903,0.00597612,0.00103256,0.000805673,0.00369655,0.0023533,0.00115999,0.00445566,0.00108342,0.00103256,0.000956583,0.00587519,0.000956583,0.00439372,0.000906124,0.00470559,0.000906124,0.000906124,0.00108342,0.00411762,0.001839,0.000931334,0.000931334,0.000906124,0.00719593,0.00402654,0.000931334,0.00103256,0.00594242,0.00461146,0.00405685,0.0010072,0.00480022,0.000880953,0.00393593,0.00103256,0.0188675,0.000931334,0.00448671,0.00600989,0.000780658,0.00785531,0.000805673,0.00638544,0.00210772,0.00170624,0.00191916,0.00621379,0.00570819,0.006248,0.00641996,0.00683925,0.00680395,0.00103256,0.00621379,0.00075568,0.000906124,0.000906124,0.00105797,0.000780658,0.000931334,0.00136596,0.00314086,0.0,0.00123693,0.00439372,0.00328537,0.0023533,0.00322742,0.00604372,0.000780658,0.00611156,0.00205363,0.00113443,0.00277069,0.000805673,0.000956583,0.00328537,0.000730741,0.0011089,0.0191181,0.00134007,0.00075568,0.00486359,0.00420918,0.0187432,0.006248,0.00328537,0.000981871,0.000906124,0.00123693,0.00173271,0.00594242,0.0193714,0.000780658,0.00175922,0.00439372,0.00075568,0.000981871,0.00186568,0.00199971,0.00577481,0.000780658,0.00628226,0.000981871,0.00224371,0.00105797,0.00580821,0.000906124,0.00075568,0.0011089,0.000931334,0.00719593,0.00328537,0.00121124,0.00587519,0.000855821,0.00224371,0.0188675,0.00197282,0.000680979,0.0018924,0.000830728,0.00328537,0.00691005,0.00584167,0.00139189,0.00194597,0.00614558,0.000981871,0.00075568,0.00213483,0.00587519,0.000981871,0.000805673,0.00205363,0.0023533,0.00590877,0.00173271,0.000956583,0.0011856,0.0011089,0.000956583,0.000956583,0.00208065,0.00181236,0.0011089,0.00210772,0.000805673,0.00139189,0.000855821,0.000981871,0.000830728,0.000830728,0.00197282,0.00186568,0.00199971,0.000855821,0.00173271,0.0011089,0.000880953,0.00105797,0.00175922
623_1682,0.0178909,0.00149601,0.00396608,0.000361208,0.0181917,0.000532603,0.0010072,0.00461146,0.0180709,0.00123693,0.000312573,0.00357808,0.00229842,0.000532603,0.00108342,0.0064892,0.000557238,0.000409992,0.000557238,0.000532603,0.00597612,0.00213483,0.00175922,0.000730741,0.0011089,0.000730741,0.00075568,0.00534606,0.00115999,0.000361208,0.00461146,0.00328537,0.00149601,0.00263042,0.00524853,0.00294054,0.00340187,0.00557568,0.00108342,0.000483446,0.0011856,0.000532603,0.000532603,0.000880953,0.0178909,0.00354859,0.00296902,0.0181917,0.00683925,0.00186568,0.00547692,0.00028831,0.000508006,0.00322742,0.00175922,0.000361208,0.00357808,0.000906124,0.000483446,0.000458924,0.00537869,0.000409992,0.00357808,0.000361208,0.00348975,0.000361208,0.000880953,0.000336872,0.00316966,0.00126265,0.000385581,0.000385581,0.00060662,0.00726808,0.00363721,0.000385581,0.000434439,0.00537869,0.0034604,0.00331442,0.000557238,0.00369655,0.000855821,0.00291212,0.000239895,0.0180709,0.000483446,0.0037263,0.00550978,0.000483446,0.00680395,0.000508006,0.00564181,0.00146992,0.0011856,0.00128842,0.00564181,0.00652391,0.00547692,0.00584167,0.00617965,0.00587519,0.00194597,0.00557568,0.00108342,0.000508006,0.000361208,0.00075568,0.000532603,0.000385581,0.00139189,0.0024636,0.00123693,0.0,0.00343111,0.0026025,0.00175922,0.0025468,0.00521614,0.000532603,0.0055427,0.00205363,0.00058191,0.00227104,0.000409992,0.000409992,0.00265838,0.00105797,0.00060662,0.0182524,0.000239895,0.000508006,0.00399629,0.00343111,0.0180108,0.0055427,0.0026025,0.000631368,0.000361208,0.000434439,0.0011089,0.00544411,0.0181917,0.000532603,0.0011856,0.00357808,0.000508006,0.000385581,0.00128842,0.0010072,0.00541137,0.000532603,0.00537869,0.0018924,0.0011856,0.000557238,0.00537869,0.000361208,0.000458924,0.000312573,0.000385581,0.00641996,0.0026025,0.000312573,0.00550978,0.000880953,0.00165343,0.0180709,0.00139189,0.0010072,0.00105797,0.000434439,0.0026025,0.00621379,0.00528099,0.00152214,0.00131423,0.0055427,0.00058191,0.000458924,0.00181236,0.00524853,0.000483446,0.000409992,0.00146992,0.00175922,0.00547692,0.00115999,0.000409992,0.00028831,0.000264084,0.000361208,0.000656154,0.00144387,0.00123693,0.00060662,0.00146992,0.000508006,0.000880953,0.000557238,0.000680979,0.000532603,0.000532603,0.00139189,0.00123693,0.00146992,0.000557238,0.0011089,0.00060662,0.00058191,0.000557238,0.00123693
623_1833,0.017653,0.00343111,0.00134007,0.00340187,0.0180108,0.00354859,0.00405685,0.00136596,0.0177716,0.00322742,0.0034604,0.00149601,0.00402654,0.00354859,0.00348975,0.00683925,0.0034604,0.0034604,0.00328537,0.00354859,0.00655869,0.00408721,0.00396608,0.00360762,0.00399629,0.00360762,0.00328537,0.00550978,0.00325637,0.0034604,0.00218918,0.00173271,0.00458019,0.00160079,0.00567497,0.0011089,0.00141786,0.00587519,0.00331442,0.00360762,0.00322742,0.00348975,0.00360762,0.00390583,0.0177122,0.00141786,0.00186568,0.0185579,0.00737682,0.00393593,0.00594242,0.00348975,0.00357808,0.00213483,0.00384578,0.0034604,0.00149601,0.00393593,0.00337267,0.00328537,0.00587519,0.00340187,0.00149601,0.00340187,0.0011089,0.00340187,0.00384578,0.00337267,0.000680979,0.00314086,0.00337267,0.00337267,0.00357808,0.00763299,0.00218918,0.00343111,0.00343111,0.00550978,0.000434439,0.00149601,0.00328537,0.000830728,0.00387578,0.00216198,0.00343111,0.0177122,0.00331442,0.00157453,0.00544411,0.00348975,0.00730426,0.00351914,0.00594242,0.00334352,0.00348975,0.00322742,0.00570819,0.00662843,0.00557568,0.00611156,0.00662843,0.00635099,0.00408721,0.00604372,0.00402654,0.00351914,0.00340187,0.00357808,0.00348975,0.00337267,0.00451781,0.00149601,0.00439372,0.00343111,0.0,0.00139189,0.00366686,0.00157453,0.00547692,0.00348975,0.00590877,0.00405685,0.00360762,0.00476862,0.0034604,0.0034604,0.00146992,0.00405685,0.00340187,0.0184352,0.00331442,0.00357808,0.000956583,0.00170624,0.0178909,0.00567497,0.00160079,0.00360762,0.00340187,0.00348975,0.00325637,0.00547692,0.0184352,0.00354859,0.00325637,0.00149601,0.00351914,0.00337267,0.00334352,0.00325637,0.00577481,0.00354859,0.00564181,0.00408721,0.00325637,0.00334352,0.00580821,0.00340187,0.00351914,0.00334352,0.00337267,0.00680395,0.00152214,0.00334352,0.00557568,0.00390583,0.0037263,0.0178312,0.00331442,0.00399629,0.00325637,0.00343111,0.00146992,0.00669844,0.00584167,0.00369655,0.00319852,0.00597612,0.00360762,0.00351914,0.00390583,0.00550978,0.00348975,0.0034604,0.00375609,0.00384578,0.00584167,0.00325637,0.00340187,0.00331442,0.00340187,0.00340187,0.00369655,0.00348975,0.00322742,0.00340187,0.00351914,0.00357808,0.00331442,0.00357808,0.0037263,0.00354859,0.00354859,0.00337267,0.00328537,0.00351914,0.00357808,0.0034604,0.00340187,0.00348975,0.00340187,0.00343111
623_1834,0.0172424,0.0025468,0.00205363,0.0024636,0.0177122,0.00243596,0.00296902,0.00257463,0.0175349,0.00240836,0.00263042,0.00165343,0.0031121,0.00249129,0.0026025,0.00574147,0.0024636,0.00240836,0.00227104,0.00243596,0.00550978,0.00322742,0.0031121,0.0025468,0.00296902,0.00249129,0.00232584,0.00445566,0.0025468,0.00271444,0.00251903,0.00149601,0.00351914,0.000705841,0.00458019,0.000656154,0.00160079,0.00476862,0.0026025,0.00282712,0.00240836,0.00243596,0.0026025,0.00299754,0.0174761,0.00157453,0.000855821,0.0175939,0.00628226,0.00308338,0.00492718,0.0026025,0.0024636,0.000780658,0.00294054,0.00263042,0.00160079,0.00314086,0.00249129,0.00227104,0.00483188,0.0024636,0.00165343,0.00240836,0.00146992,0.00240836,0.00299754,0.0026025,0.00123693,0.00238081,0.00243596,0.00243596,0.00257463,0.00662843,0.00302611,0.00243596,0.00249129,0.00442466,0.00157453,0.000956583,0.00227104,0.00181236,0.00296902,0.0011089,0.0026025,0.0171844,0.00224371,0.00170624,0.00448671,0.00249129,0.00655869,0.0023533,0.00476862,0.00243596,0.0026025,0.00229842,0.00502299,0.00557568,0.00467416,0.004991,0.00550978,0.00547692,0.00328537,0.00486359,0.00294054,0.00251903,0.00240836,0.00274254,0.00243596,0.00243596,0.00351914,0.000458924,0.00328537,0.0026025,0.00139189,0.0,0.00277069,0.000532603,0.00464278,0.00243596,0.00480022,0.00319852,0.0026025,0.00414809,0.0024636,0.0024636,0.000830728,0.00296902,0.0023533,0.0178909,0.00251903,0.0024636,0.00205363,0.00121124,0.0174761,0.00454897,0.000557238,0.00249129,0.00240836,0.00271444,0.00238081,0.00448671,0.0180108,0.00243596,0.00240836,0.00154832,0.00240836,0.0025468,0.0025468,0.0026025,0.00480022,0.00249129,0.00467416,0.00322742,0.0025468,0.00229842,0.00476862,0.00240836,0.00240836,0.00263042,0.00243596,0.00567497,0.00058191,0.00263042,0.00454897,0.00294054,0.00288374,0.0175939,0.00251903,0.00291212,0.0026025,0.00249129,0.000483446,0.0055427,0.00480022,0.00274254,0.00229842,0.00480022,0.00265838,0.00240836,0.00328537,0.00448671,0.0025468,0.0024636,0.00263042,0.00294054,0.00486359,0.00243596,0.0024636,0.00257463,0.00263042,0.0024636,0.00263042,0.00265838,0.0023533,0.0023533,0.00268639,0.0024636,0.00240836,0.00251903,0.00265838,0.00249129,0.00249129,0.00257463,0.00249129,0.00268639,0.00251903,0.00263042,0.0023533,0.00243596,0.00229842,0.0026025
623_1806,0.017653,0.000855821,0.00467416,0.00162709,0.0181313,0.00165343,0.00205363,0.00458019,0.0181313,0.000981871,0.001839,0.00411762,0.00165343,0.00165343,0.00175922,0.0064892,0.00162709,0.00162709,0.00152214,0.00165343,0.00600989,0.00181236,0.00170624,0.00149601,0.00216198,0.00181236,0.00146992,0.00560872,0.000855821,0.00194597,0.00528099,0.00360762,0.00263042,0.00325637,0.00544411,0.00277069,0.00417861,0.00574147,0.00113443,0.00208065,0.000880953,0.00165343,0.00175922,0.00213483,0.0178312,0.00414809,0.00308338,0.0177716,0.00687462,0.00160079,0.00590877,0.00181236,0.00162709,0.00351914,0.00144387,0.0018924,0.0042398,0.00232584,0.00175922,0.00146992,0.00587519,0.00167981,0.00417861,0.00162709,0.00384578,0.00162709,0.00213483,0.00181236,0.00387578,0.000956583,0.00165343,0.00165343,0.00178577,0.00719593,0.00360762,0.00165343,0.00175922,0.00557568,0.00363721,0.0031121,0.00152214,0.00381583,0.00210772,0.00366686,0.00181236,0.0179508,0.00144387,0.00430121,0.00574147,0.00165343,0.00712406,0.00157453,0.00557568,0.000805673,0.00191916,0.000532603,0.00587519,0.00683925,0.00547692,0.00574147,0.00617965,0.00607761,0.00167981,0.00584167,0.00213483,0.00173271,0.00162709,0.00194597,0.00165343,0.00165343,0.00263042,0.00296902,0.0023533,0.00175922,0.00366686,0.00277069,0.0,0.00299754,0.00580821,0.00165343,0.00570819,0.00136596,0.00186568,0.00243596,0.00162709,0.00167981,0.00299754,0.00210772,0.00152214,0.0181917,0.00175922,0.00162709,0.00411762,0.00319852,0.0178909,0.0055427,0.0031121,0.00175922,0.00162709,0.00197282,0.000906124,0.00570819,0.0184352,0.00165343,0.000931334,0.00417861,0.00162709,0.00175922,0.00103256,0.0011089,0.00584167,0.00165343,0.00550978,0.00162709,0.000830728,0.00152214,0.00574147,0.00162709,0.00157453,0.001839,0.00165343,0.00635099,0.00308338,0.0018924,0.00577481,0.00208065,0.00134007,0.0181313,0.00103256,0.00205363,0.00105797,0.00165343,0.00305472,0.00617965,0.00584167,0.00167981,0.00060662,0.00577481,0.00181236,0.00157453,0.00186568,0.00564181,0.00175922,0.00162709,0.00162709,0.00139189,0.00584167,0.000906124,0.00167981,0.00181236,0.001839,0.00167981,0.00173271,0.00108342,0.000931334,0.00152214,0.0011089,0.00162709,0.00154832,0.00167981,0.00175922,0.00165343,0.00165343,0.0011856,0.000981871,0.00105797,0.00167981,0.00105797,0.00152214,0.00170624,0.00146992,0.000931334
623_1715,0.0174175,0.00271444,0.00194597,0.00240836,0.0178312,0.00243596,0.00291212,0.0026025,0.017653,0.00243596,0.00257463,0.00199971,0.00334352,0.00243596,0.00243596,0.00597612,0.0024636,0.00240836,0.00224371,0.00238081,0.00574147,0.0034604,0.00328537,0.00271444,0.00296902,0.0025468,0.00218918,0.00442466,0.00263042,0.00263042,0.00299754,0.00134007,0.00351914,0.000409992,0.00464278,0.000780658,0.00205363,0.00464278,0.00277069,0.00277069,0.00249129,0.00243596,0.0025468,0.00294054,0.0175939,0.00194597,0.000705841,0.0178909,0.0064892,0.0031121,0.00489536,0.0025468,0.00240836,0.00126265,0.00308338,0.00257463,0.00197282,0.00308338,0.00249129,0.00218918,0.00483188,0.00240836,0.00205363,0.0023533,0.00178577,0.0023533,0.00294054,0.0025468,0.00113443,0.0024636,0.00238081,0.00238081,0.00251903,0.00680395,0.00322742,0.00238081,0.00243596,0.00430121,0.00165343,0.0011089,0.00224371,0.001839,0.00291212,0.00149601,0.0025468,0.0175939,0.00216198,0.00205363,0.00451781,0.00243596,0.00676872,0.00240836,0.004991,0.00251903,0.0025468,0.00249129,0.00495906,0.00547692,0.00489536,0.00511931,0.00570819,0.00560872,0.00331442,0.00473708,0.00294054,0.0024636,0.0023533,0.00268639,0.00243596,0.00238081,0.0034604,7.15897e-05,0.00322742,0.0025468,0.00157453,0.000532603,0.00299754,0.0,0.00461146,0.00243596,0.00461146,0.00337267,0.0025468,0.00427048,0.00240836,0.00240836,0.000880953,0.00296902,0.00218918,0.0182524,0.00249129,0.00240836,0.00208065,0.00121124,0.0175939,0.00476862,0.000312573,0.00249129,0.0023533,0.00265838,0.00243596,0.00451781,0.0183741,0.00243596,0.00243596,0.00194597,0.00240836,0.00249129,0.0025468,0.00263042,0.00486359,0.00243596,0.00486359,0.00325637,0.00277069,0.00224371,0.00476862,0.0023533,0.0023533,0.00257463,0.00238081,0.00584167,0.000239895,0.00257463,0.00458019,0.00288374,0.00294054,0.0177716,0.0026025,0.00291212,0.00263042,0.00243596,9.55247e-05,0.00567497,0.00480022,0.00291212,0.00249129,0.00461146,0.0026025,0.0023533,0.00340187,0.00445566,0.00249129,0.00240836,0.0028554,0.00302611,0.00486359,0.00240836,0.00240836,0.00249129,0.00257463,0.00240836,0.0024636,0.00277069,0.00240836,0.00218918,0.00279888,0.00240836,0.00221642,0.0024636,0.00249129,0.00243596,0.00243596,0.0025468,0.00249129,0.00274254,0.0024636,0.00268639,0.00218918,0.00238081,0.00213483,0.00271444
